word,trend,h,p,z,slope,n_obs
legislatures,no trend,False,0.1753080808082736,1.355343691370986,0.0124110380808512,9
traitors,no trend,False,0.2104977000553374,1.2521980673998825,0.0154474973678589,10
admin,no trend,False,0.2104977000553374,1.2521980673998825,0.012942761182785,10
leftist,no trend,False,0.2104977000553374,1.2521980673998825,0.0085315704345703,10
civilian,no trend,False,0.2104977000553374,1.2521980673998825,0.0099901358286539,10
populations,no trend,False,0.2104977000553374,1.2521980673998825,0.0090060744966779,10
illegals,no trend,False,0.2104977000553374,1.2521980673998825,0.0050278306007385,10
outraged,no trend,False,0.2104977000553374,1.2521980673998825,0.015580986227308,10
segregation,no trend,False,0.2104977000553374,1.2521980673998825,0.009285882115364,10
bernie,no trend,False,0.2129119028115045,1.2455983106584367,0.0065213016101292,11
left,no trend,False,0.2129119028115045,1.2455983106584367,0.0058036361421857,11
campaign,no trend,False,0.2129119028115045,1.2455983106584367,0.0013093749682108,11
rules,no trend,False,0.2129119028115045,1.2455983106584367,0.0094750693866184,11
liberals,no trend,False,0.2129119028115045,1.2455983106584367,0.0066910535097122,11
progressive,no trend,False,0.2129119028115045,1.2455983106584367,0.007665866613388,11
disagree,no trend,False,0.2129119028115045,1.2455983106584367,0.0041286945343017,11
wage,no trend,False,0.2129119028115045,1.2455983106584367,0.0045853927731514,11
florida,no trend,False,0.2129119028115045,1.2455983106584367,0.0108751853307088,11
climate,no trend,False,0.2129119028115045,1.2455983106584367,0.0065135806798935,11
dem,no trend,False,0.2129119028115045,1.2455983106584367,0.0155520439147949,11
defense,no trend,False,0.2129119028115045,1.2455983106584367,0.0049582521120707,11
jesus,no trend,False,0.2129119028115045,1.2455983106584367,0.0069903901645115,11
immigration,no trend,False,0.2129119028115045,-1.2455983106584367,-0.0040012896060943,11
trade,no trend,False,0.2129119028115045,1.2455983106584367,0.0049914002418517,11
york,no trend,False,0.2129119028115045,1.2455983106584367,0.0093457273074558,11
press,no trend,False,0.2129119028115045,-1.2455983106584367,-0.004073785410987,11
drug,no trend,False,0.2129119028115045,1.2455983106584367,0.00399249792099,11
fascism,no trend,False,0.2129119028115045,1.2455983106584367,0.0196513533592224,11
opposition,no trend,False,0.2129119028115045,1.2455983106584367,0.0050148367881774,11
proven,no trend,False,0.2129119028115045,1.2455983106584367,0.0035237073898315,11
partisan,no trend,False,0.2129119028115045,-1.2455983106584367,-0.0050202012062072,11
vp,no trend,False,0.2129119028115045,1.2455983106584367,0.0111665527025858,11
domestic,no trend,False,0.2129119028115045,1.2455983106584367,0.0067402720451355,11
iran,no trend,False,0.2129119028115045,1.2455983106584367,0.0048795768192836,11
banning,no trend,False,0.2129119028115045,1.2455983106584367,0.0080171525478362,11
troops,no trend,False,0.2129119028115045,1.2455983106584367,0.0063482721646626,11
western,no trend,False,0.2129119028115045,1.2455983106584367,0.0093803150313241,11
mob,no trend,False,0.2129119028115045,1.2455983106584367,0.0091848373413086,11
scientific,no trend,False,0.2129119028115045,1.2455983106584367,0.0089646975199381,11
